UserAttempt Posture Score TimeStamps MergeTimeStamps penX penY orAltitude orAzimuth orTwist pressure
aibin2 1 12.31670507972681 1670507972680 392 498 640 920 0 0
aibin2 1 12.31670507972682 1670507972680 392 498 640 920 0 0
aibin2 1 12.31670507972688 1670507972685 392 499 640 900 0 0
aibin2 1 12.31670507972693 1670507972690 392 499 640 900 0 0
aibin2 1 12.31670507972698 1670507972695 392 499 640 900 0 0
aibin2 1 12.31670507972704 1670507972700 392 500 640 900 0 0
aibin2 1 12.31670507972710 1670507972710 392 500 640 900 0 0
aibin2 1 12.31670507972715 1670507972715 392 500 640 900 0 0
aibin2 1 12.31670507972721 1670507972720 392 500 640 880 0 0
aibin2 1 12.31670507972726 1670507972725 392 500 640 880 0 0
aibin2 1 12.31670507972732 1670507972730 392 500 640 880 0 0
aibin2 1 12.31670507972738 1670507972735 393 500 640 880 0 0
aibin2 1 12.31670507972744 1670507972740 393 500 640 880 0 0
aibin2 1 12.31670507972748 1670507972745 393 500 640 880 0 0
aibin2 1 12.31670507972754 1670507972750 394 500 630 880 0 0
aibin2 1 12.31670507972760 1670507972760 394 500 630 880 0 0
aibin2 1 12.31670507972771 1670507972770 394 500 630 880 0 0
aibin2 1 12.31670507972772 1670507972770 393 501 630 880 0 0
aibin2 1 12.31670507972776 1670507972775 391 501 630 860 0 0
aibin2 1 12.31670507972782 1670507972780 390 502 630 860 0 234
aibin2 1 12.31670507972788 1670507972785 390 502 630 860 0 234
aibin2 1 12.31670507972793 1670507972790 390 502 630 860 0 235
aibin2 1 12.31670507972799 1670507972795 390 502 630 860 0 235
aibin2 1 12.31670507972804 1670507972800 390 502 630 860 0 234
aibin2 1 12.31670507972810 1670507972810 390 502 630 860 0 234
aibin2 1 12.31670507972815 1670507972815 390 502 630 860 0 253
aibin2 1 12.31670507972821 1670507972820 390 502 630 860 0 277
aibin2 1 12.31670507972826 1670507972825 390 502 630 860 0 301
aibin2 1 12.31670507972832 1670507972830 387 518 630 860 0 323
aibin2 1 12.31670507972838 1670507972835 388 520 630 860 0 345
aibin2 1 12.31670507972845 1670507972845 389 522 630 860 0 362
aibin2 1 12.31670507972848 1670507972845 390 524 630 860 0 379
aibin2 1 12.31670507972854 1670507972850 391 526 630 860 0 394
aibin2 1 12.31670507972860 1670507972860 392 528 630 860 0 400
aibin2 1 12.31670507972866 1670507972865 394 530 630 860 0 403
aibin2 1 12.31670507972871 1670507972870 395 532 630 860 0 404
aibin2 1 12.31670507972877 1670507972875 396 533 640 860 0 405
aibin2 1 12.31670507972882 1670507972880 397 535 640 860 0 405
aibin2 1 12.31670507972891 1670507972890 399 536 640 860 0 405
aibin2 1 12.31670507972893 1670507972890 400 537 640 860 0 405
aibin2 1 12.31670507972898 1670507972895 401 538 640 860 0 405
aibin2 1 12.31670507972904 1670507972900 403 538 640 840 0 405
aibin2 1 12.31670507972911 1670507972910 404 538 640 840 0 405
aibin2 1 12.31670507972915 1670507972915 405 538 640 840 0 407
aibin2 1 12.31670507972925 1670507972925 407 537 640 840 0 409
aibin2 1 12.31670507972926 1670507972925 409 536 640 840 0 411
aibin2 1 12.31670507972932 1670507972930 411 535 640 840 0 412
aibin2 1 12.31670507972938 1670507972935 413 533 640 840 0 413
aibin2 1 12.31670507972943 1670507972940 415 531 640 840 0 414
aibin2 1 12.31670507972951 1670507972950 417 530 640 860 0 414
aibin2 1 12.31670507972954 1670507972950 419 528 640 860 0 414
aibin2 1 12.31670507972960 1670507972960 421 526 640 860 0 415
aibin2 1 12.31670507972965 1670507972965 424 524 640 860 0 415
aibin2 1 12.31670507972972 1670507972970 425 523 640 860 0 415
aibin2 1 12.31670507972976 1670507972975 427 523 640 860 0 415
aibin2 1 12.31670507972982 1670507972980 428 523 640 860 0 418
aibin2 1 12.31670507972988 1670507972985 429 525 640 860 0 430
aibin2 1 12.31670507972993 1670507972990 430 528 640 860 0 451
aibin2 1 12.31670507972998 1670507972995 430 533 640 860 0 470
aibin2 1 12.31670507973007 1670507973005 430 538 640 860 0 486
aibin2 1 12.31670507973011 1670507973010 430 544 640 860 0 497
aibin2 1 12.31670507973015 1670507973015 430 551 640 860 0 505
aibin2 1 12.31670507973021 1670507973020 430 557 640 860 0 514
aibin2 1 12.31670507973026 1670507973025 430 564 640 860 0 520
aibin2 1 12.31670507973032 1670507973030 431 571 640 840 0 526
aibin2 1 12.31670507973038 1670507973035 431 577 640 840 0 531
aibin2 1 12.31670507973043 1670507973040 431 582 640 840 0 536
aibin2 1 12.31670507973048 1670507973045 432 587 640 840 0 537
aibin2 1 12.31670507973054 1670507973050 433 591 640 820 0 537
aibin2 1 12.31670507973060 1670507973060 434 594 640 820 0 537
