User AttemptTime Posture Score TimeStamps MergeTimeStamps penX penY orAltitude orAzimuth orTwist pressure
aibin33 12 0 121670507488594 1670507488590 342 553 770 1080 0 0
aibin33 12 0 121670507488602 1670507488600 342 554 770 1080 0 0
aibin33 12 0 121670507488607 1670507488605 342 555 770 1080 0 0
aibin33 12 0 121670507488612 1670507488610 342 555 770 1080 0 0
aibin33 12 0 121670507488617 1670507488615 342 557 760 1070 0 0
aibin33 12 0 121670507488624 1670507488620 343 558 760 1070 0 0
aibin33 12 0 121670507488629 1670507488625 343 559 760 1110 0 0
aibin33 12 0 121670507488635 1670507488635 343 559 760 1110 0 0
aibin33 12 0 121670507488640 1670507488640 344 561 750 1090 0 0
aibin33 12 0 121670507488646 1670507488645 345 562 750 1090 0 0
aibin33 12 0 121670507488652 1670507488650 347 563 750 1090 0 0
aibin33 12 0 121670507488657 1670507488655 349 564 750 1130 0 0
aibin33 12 0 121670507488662 1670507488660 352 565 750 1130 0 0
aibin33 12 0 121670507488668 1670507488665 354 567 740 1110 0 0
aibin33 12 0 121670507488674 1670507488670 356 568 740 1110 0 0
aibin33 12 0 121670507488685 1670507488685 357 571 740 1080 0 0
aibin33 12 0 121670507488686 1670507488685 357 573 740 1080 0 0
aibin33 12 0 121670507488690 1670507488690 357 575 740 1080 0 0
aibin33 12 0 121670507488696 1670507488695 356 577 740 1080 0 342
aibin33 12 0 121670507488702 1670507488700 356 577 740 1080 0 342
aibin33 12 0 121670507488707 1670507488705 356 577 740 1080 0 342
aibin33 12 0 121670507488712 1670507488710 356 577 740 1080 0 286
aibin33 12 0 121670507488718 1670507488715 356 577 740 1080 0 284
aibin33 12 0 121670507488724 1670507488720 356 577 740 1080 0 286
aibin33 12 0 121670507488728 1670507488725 356 577 740 1080 0 300
aibin33 12 0 121670507488735 1670507488735 356 577 730 1070 0 308
aibin33 12 0 121670507488740 1670507488740 356 577 740 1040 0 314
aibin33 12 0 121670507488746 1670507488745 356 577 740 1040 0 321
aibin33 12 0 121670507488752 1670507488750 354 613 740 1040 0 328
aibin33 12 0 121670507488756 1670507488755 356 615 740 1040 0 335
aibin33 12 0 121670507488762 1670507488760 358 616 740 1040 0 341
aibin33 12 0 121670507488768 1670507488765 361 617 740 1040 0 350
aibin33 12 0 121670507488773 1670507488770 365 617 740 1040 0 356
aibin33 12 0 121670507488779 1670507488775 369 617 740 1040 0 359
aibin33 12 0 121670507488784 1670507488780 373 616 740 1040 0 363
aibin33 12 0 121670507488789 1670507488785 378 615 740 1040 0 365
aibin33 12 0 121670507488796 1670507488795 382 613 740 1040 0 367
aibin33 12 0 121670507488802 1670507488800 387 610 750 1050 0 368
aibin33 12 0 121670507488806 1670507488805 392 607 750 1050 0 369
aibin33 12 0 121670507488811 1670507488810 397 603 750 1050 0 370
aibin33 12 0 121670507488818 1670507488815 402 599 750 1050 0 372
aibin33 12 0 121670507488824 1670507488820 408 593 750 1060 0 383
aibin33 12 0 121670507488828 1670507488825 413 587 750 1060 0 400
aibin33 12 0 121670507488834 1670507488830 420 581 750 1060 0 420
aibin33 12 0 121670507488839 1670507488835 426 575 750 1090 0 435
aibin33 12 0 121670507488846 1670507488845 432 568 750 1090 0 448
aibin33 12 0 121670507488852 1670507488850 438 562 760 1110 0 460
aibin33 12 0 121670507488856 1670507488855 444 557 760 1110 0 464
aibin33 12 0 121670507488861 1670507488860 450 552 760 1140 0 466
aibin33 12 0 121670507488867 1670507488865 455 548 760 1140 0 468
aibin33 12 0 121670507488874 1670507488870 459 545 760 1140 0 470
